SymbolID	SubsetID	Text
Dressage_GatherGallop		[Galope corto] En el galope corto, el paso se acorta, el cuello se eleva y se arquea, mientras que la montura del caballo es más corta y está más comprimida, con las ancas metidas y los cuartos delanteros ligeramente levantados.
Dressage_GatherStep		[Paso corto] El paso corto es un ritmo de marcha, pero más enérgico y elegante. El caballo se mueve más en la subida y los pasos son cortos. El cuello se eleva y se inclina y el chanfrin se mantiene vertical. 
Dressage_GatherTrot		[Trote corto] El trote corto privilegia la proyección hacia arriba sobre el movimiento horizontal. El cuerpo del caballo se proyecta hacia delante y hacia arriba mediante el empuje de cada pata trasera. El cuello se eleva y se inclina y el chanfrin se mantiene vertical.
Dressage_HalfPassCanter		[Medio paso al galope] En el medio paso, el cuerpo del caballo permanece en su eje recto y se desplaza hacia delante y hacia los lados. En un medio paso izquierdo, por ejemplo, las patas delanteras y traseras derechas se cruzan delante de las patas delanteras y traseras izquierdas. Un caballo puede dar un medio paso durante el paso, el trote, el galope y el pasaje.
Dressage_LongGallop		[Galope amplio] Los pasos del caballo son más grandes. El cuello se extiende y la cabeza baja. En el galope amplio, las piernas se mueven más rápido que en el galope de trabajo o medio, pero sin urgencia.
Dressage_LongStep		[Paso amplio] En un paseo amplio, el caballo da zancadas más grandes, sin urgencia y con el mismo ritmo. Los cascos traseros pisan más adelantados que los delanteros. El cuello del caballo se estira más y se balancea más.
Dressage_LongTrot		[Trote amplio] En el trote amplio, el caballo amplía sus zancadas para cubrir más terreno sin dejar de mantener un ritmo de trote constante. El caballo patalea con fuerza con sus cuartos traseros, es decir, con sus patas traseras. El cuello se extiende y baja. Los cascos delanteros aterrizan por delante de su proyección en el suelo.
Dressage_Passage		[Pasaje] El pasaje es un trote medido, elevado, cadencioso y recogido. Se caracteriza por una mayor flexión de las rodillas y los corvejones. Los pares diagonales suben y bajan alternativamente en un ritmo regular con un largo tiempo de suspensión, dando la impresión de que el caballo flota en el aire. El cuello se eleva y se redondea en un movimiento muy potente, elástico y elegante. 
Dressage_Pirouette		[Pirueta media al paso] La pirueta media es una media rotación de 180° en la que los cuartos delanteros y los cuartos traseros del caballo cambian de lugar. El casco interior, levantado en secuencia con los otros cascos, proporciona el eje de rotación, determina la dirección de la rotación y puntúa la pirueta al volver a su marca. 
Dressage_PirouetteAtCanter		[Pirueta al galope] La pirueta es una rotación completa de 360° de los cuartos delanteros alrededor de los cuartos traseros. El casco interior, levantado en secuencia con los otros cascos, proporciona el eje de rotación y puntúa la pirueta al volver a su marca.
Dressage_Salute		[Parada y saludo] En las competiciones de doma de exhibición, el jinete debe saludar al jurado al principio y al final de la prueba. Competidor y caballo deben permanecer inmóviles ante el jurado y llevar las riendas con la mano izquierda. La jinete femenina saluda al jurado y deja caer su mano derecha detrás del muslo del animal, mientras que el jinete masculino se quita la gorra de montar y la coloca detrás de la pierna derecha e inclina ligeramente la cabeza.
Dressage_ShoulderIn		[Paso sesgado] En el paso sesgado, los hombros del caballo se desplazan hacia una pista interior mientras las ancas permanecen en una pista exterior. El caballo avanza en ángulo oblicuo, conservando un ángulo de 30º con la pista mirando en dirección contraria al movimiento. Este movimiento favorece enormemente el equilibrio y la flexibilidad del caballo.
Dressage_Step		[Paso normal] Los paseos, un movimiento simétrico, de cuatro tiempos, de unos 4 a 5 kilómetros por hora, es la marcha más lenta.
Dressage_Trot		[Trote normal] El trote es un paso intermedio con una velocidad de unos 9 kilómetros por hora. Es un movimiento simétrico, de salto, de dos tiempos separados por un periodo de proyección. El caballo se mueve en pares diagonales alternos, alternando entre el par izquierdo, trasero derecho y delantero izquierdo, y el par derecho, trasero izquierdo y delantero derecho. El cuello del caballo permanece estable al trote y no se balancea como al caminar. Sin embargo, en una zancada completa, todo el cuerpo del caballo sube y baja dos veces. 
Mime_Care_1		[Atención médica 1] * Si tu potro tiene la cabeza inclinada y trata de pastar, es porque tiene hambre. Debes intentar alimentarlo. 
Mime_Care_2		[Atención médica 2] * Si el potro tiene dificultades para apoyar la pezuña en el suelo, probablemente sea porque le duele la pata. El veterinario tratará a su potro con ejercicios ortopédicos. / * Si los ojos de tu potro lloran y tiene dificultades para abrirlos, sin duda tiene uveítis. El veterinario tratará la inflamación con colirios.
Mime_Care_3		[Atención médica 3] * Si tu potro rechina los dientes, probablemente se deba a una úlcera. El veterinario le pondrá una inyección. / * Si tu potro tose, probablemente tenga gripe. El veterinario sabrá qué medicamento debe administrar. / * Si tu potro tiene las articulaciones rígidas, tiembla y parece débil en las patas traseras, ha cogido azorturia. La intervención del veterinario es indispensable. Mientras esperas al veterinario, enfría al potro con una esponja húmeda. 
Mime_Education_1		[Aprendizaje 1] * Si tu potro empieza a temblar, si empieza a mirar hacia abajo y muestra signos de debilidad, sin duda está deshidratado. Debes aprovechar el problema para enseñarle a beber de un cuenco poniendo tu dedo en el cuenco mientras se lo presentas. El potro intentará beber y se acostumbrará al cuenco.
Mime_Education_2		[Aprendizaje 2] * Si el potro levanta y deja caer una pata, hay que cogerle la pezuña con suavidad y familiarizarle con el rascado de herraduras. / * Si mueve la cabeza, hay que ponerle un cabestro para que se acostumbre.
Mime_Education_3		[Aprendizaje 3] * Si empieza a rascar el suelo con nerviosismo, está perdiendo la paciencia. Dale heno; le mantendrá ocupado. / * Si empieza a corcovear, probablemente necesite hacer ejercicio. / * Si su potro se encabrita, debe animarle a abandonar este mal hábito: intente señalar el suelo con su fusta; esto debería animarle a dejar de hacerlo. / * Si su potro patea peligrosamente, la única solución es reñirle
Mime_Game_1		[Jugar 1] * Si su potro mece la cabeza y da golpecitos con el pie, sin duda quiere música.
Mime_Game_2		[Jugar 2] * Cuando tu potro empieza a pasearse de un lado a otro, quiere atención; llévalo a pasear con una correa. / * Si se frota contra los flancos de su madre, probablemente esté aburrido. Presentarle un gato debería distraerle. / * Si balancea la cabeza de izquierda a derecha y parece pisotear el suelo con impaciencia, es porque quiere jugar. Un neumático atado a un árbol debería funcionar. 
Mime_Game_3		[Jugar 3] * Si tu potro sigue inclinando la cabeza hacia delante y dando pisotones, preséntale una pelota con cuerda. / * Si sigue inclinando la cabeza hacia el suelo y dando pisotones, hay que darle una pelota con asa. / * Si intenta levantarse sobre sus patas traseras, enséñale una jambada mientras le haces cosquillas en los hombros para mantenerlo entretenido.
Mime_Tenderness_1		[Afecto 1] * Si su potro se pone de espaldas, es porque está esperando que lo cepillen.
Mime_Tenderness_2		[Afecto 2] * Si su potro se le acerca, con las orejas erguidas, y empieza a acariciarle, está buscando un beso. / * Si se frota la cabeza contra la pata delantera, quiere que le rasquen. / * Si sus ojos y su cabeza empiezan a caer y parece que se está adormeciendo, necesita dormir. Ayúdale a dormirse acariciándole.
Mime_Tenderness_3		[Afecto 3] * Si el potro empieza a acariciar una de las piernas de su madre con la cabeza, es porque quiere que le acaricien. / * Si el potro mueve las orejas, ¡es porque quiere que le susurren cosas dulces al oído! / * Si trata de llamar la atención de su madre mordisqueando su cuello, es que se le debe permitir pasear un rato con su madre.
Useless_Article_1		[Curiosidad] La especie de caballo más pequeña del mundo es la Falabella ¡y mide 50 cm de altura!
Useless_Article_2		[Proverbios] Varios proverbios: No cambies de caballo mientras cruzas un arroyo. Si los deseos fueran caballos, los mendigos podrían montar. A caballo regalado no le mires el diente. Un asentimiento es tan bueno como un guiño para un caballo ciego. Sólo los tontos y los caballos trabajan. Si los deseos fueran caballos los mendigos montarían. 
Useless_Article_3		[Chiste] Sólo por diversión: - ¿Qué longitud deben tener las patas de un caballo? ¡¡¡Lo suficientemente largas para llegar al suelo!!!
Useless_Article_4		[Curiosidad] Un caballo con otros nombres: polaco: kon; maya: tsiimin; zulú: ihhashi; rumano: cal; finlandés: hevonen; húngaro: ló; espéranto: cevalo
Useless_Article_5		[Curiosidad] Desde 1980 se celebra un maratón anual de caballos contra hombres en la ciudad galesa de Llanwrtyd Wells. El evento fue iniciado por el propietario de un pub, Gordon Green, que quería comprobar si, en grandes distancias, los humanos podían correr más rápido que los caballos. El recorrido de 22 millas es más corto que un maratón, pero cubre un terreno más accidentado. El primer ganador bípedo de la carrera fue el entusiasta del maratón Huw Lobb, que superó a 40 competidores equinos en 2004. 
TimeUnitText		minutos
WebAdress_horse		Información sobre la próxima competición : www.horse-sports.ubi
WebAdress_weather		Clima: www.online-weather.ubi
WebAdress_news		Información local : www.your-news.ubi
