SymbolID	SubsetID	Text
Flora_Cross_Trouser_8		Pantalones campo a través 8 (+2 pop.)
Flora_Cross_Trouser_9		Pantalones campo a través 9 (+2 pop.)
Flora_Cross_Glove_1		Guantes campo a través 1 (+1 pop.)
Flora_Cross_Glove_2		Guantes campo a través 2 (+1 pop.)
Flora_Cross_Glove_3		Guantes campo a través 3 (+1 pop.)
Flora_Cross_Glove_4		Guantes campo a través 4 (+1 pop.)
Flora_Cross_Glove_5		Guantes campo a través 5 (+1 pop.)
Flora_Cross_Boot_1		Botas campo a través 1 (+1 pop.)
Flora_Cross_Boot_2		Botas campo a través 2 (+1 pop.)
Flora_Cross_Boot_3		Botas campo a través 3 (+1 pop.)
Flora_Cross_Boot_4		Botas campo a través 4 (+1 pop.)
Flora_Cross_Boot_5		Botas campo a través 5 (+1 pop.)
Flora_Cross_Boot_6		Botas campo a través 6 (+1 pop.)
Flora_Cross_Boot_7		Botas campo a través 7 (+1 pop.)
Flora_Cross_Boot_8		Botas campo a través 8 (+1 pop.)
Flora_Cross_Boot_9		Botas campo a través 9 (+1 pop.)
Flora_Cross_Bomb_1		Casco de equitación campo a través 1 (+1 pop.)
Flora_Cross_Bomb_2		Casco de equitación campo a través 2 (+1 pop.)
Flora_Cross_Bomb_3		Casco de equitación campo a través 3 (+1 pop.)
Flora_Cross_Bomb_4		Casco de equitación campo a través 4 (+1 pop.)
Flora_Cross_Bomb_5		Casco de equitación campo a través 5 (+1 pop.)
Flora_Tunique_Top_1		Chaqueta de competición 1 (+3 pop.)
Flora_Tunique_Top_2		Chaqueta de competición 2 (+3 pop.)
Flora_Tunique_Top_3		Chaqueta de competición 3 (+3 pop.)
Flora_Tunique_Top_4		Chaqueta de competición 4 (+3 pop.)
Flora_Tunique_Top_5		Chaqueta de competición 5 (+3 pop.)
Flora_Tunique_Top_6		Chaqueta de competición 6 (+3 pop.)
Flora_Tunique_Top_7		Chaqueta de competición 7 (+3 pop.)
Flora_Tunique_Top_8		Chaqueta de competición 8 (+3 pop.)
Flora_Tunique_Top_9		Chaqueta de competición 9 (+3 pop.)
Flora_Tunique_Top_10		Chaqueta de competición 10 (+3 pop.)
Flora_Tunique_Top_11		Chaqueta de competición 11 (+3 pop.)
Flora_Tunique_Trouser_1		Pantalones de competición 1 (+2 pop.)
Flora_Tunique_Trouser_2		Pantalones de competición 2 (+2 pop.)
Flora_Tunique_Trouser_3		Pantalones de competición 3 (+2 pop.)
Flora_Tunique_Trouser_4		Pantalones de competición 4 (+2 pop.)
Flora_Tunique_Trouser_5		Pantalones de competición 5 (+2 pop.)
Flora_Tunique_Trouser_6		Pantalones de competición 6 (+2 pop.)
Flora_Tunique_Trouser_7		Pantalones de competición 7 (+2 pop.)
Flora_Tunique_Trouser_8		Pantalones de competición 8 (+2 pop.)
Flora_Tunique_Trouser_9		Pantalones de competición 9 (+2 pop.)
Flora_Tunique_Boot_1		Botas de competición 1 (+1 pop.)
Flora_Tunique_Boot_2		Botas de competición 2 (+1 pop.)
Flora_Tunique_Boot_3		Botas de competición 3 (+1 pop.)
Flora_Tunique_Boot_4		Botas de competición 4 (+1 pop.)
Flora_Tunique_Boot_5		Botas de competición 5 (+1 pop.)
Flora_Tunique_Boot_6		Botas de competición 6 (+1 pop.)
Flora_Tunique_Boot_7		Botas de competición 7 (+1 pop.)
Flora_Tunique_Boot_8		Botas de competición 8 (+1 pop.)
Flora_Tunique_Boot_9		Botas de competición 9 (+1 pop.)
Flora_Tunique_Glove_1		Guantes de competición 1 (+1 pop.)
Flora_Tunique_Glove_2		Guantes de competición 2 (+1 pop.)
Flora_Tunique_Glove_3		Guantes de competición 3 (+1 pop.)
Flora_Tunique_Glove_4		Guantes de competición 4 (+1 pop.)
Flora_Tunique_Glove_5		Guantes de competición 5 (+1 pop.)
Flora_Tunique_Bomb_1		Casco de equitación de competición 1 (+1 pop.)
Flora_Tunique_Bomb_2		Casco de equitación de competición 2 (+1 pop.)
Flora_Tunique_Bomb_3		Casco de equitación de competición 3 (+1 pop.)
Flora_Tunique_Bomb_4		Casco de equitación de competición 4 (+1 pop.)
Flora_Tunique_Bomb_5		Casco de equitación de competición 5 (+1 pop.)
Horse_Carpet_1		Mantilla 1 (+2 pop.)
Horse_Carpet_2		Mantilla 2 (+2 pop.)
Horse_Carpet_3		Mantilla 3 (+2 pop.)
Horse_Carpet_4		Mantilla 4 (+2 pop.)
Horse_Carpet_5		Mantilla 5 (+2 pop.)
Horse_Carpet_6		Mantilla 6 (+2 pop.)
Horse_Carpet_7		Mantilla 7 (+2 pop.)
Horse_Carpet_8		Mantilla 8 (+2 pop.)
Horse_Carpet_9		Mantilla 9 (+2 pop.)
Horse_Carpet_10		Mantilla 10 (+2 pop.)
Horse_Carpet_11		Mantilla 11 (+2 pop.)
Horse_Carpet_12		Mantilla 12 (+2 pop.)
Horse_Saddle_1		Silla de montar 1 (+3 pop.)
Horse_Saddle_2		Silla de montar 2 (+3 pop.)
Horse_Saddle_3		Silla de montar 3 (+3 pop.)
Horse_Saddle_4		Silla de montar 4 (+3 pop.)
Horse_Saddle_5		Silla de montar 5 (+3 pop.)
Horse_Saddle_6		Silla de montar 6 (+3 pop.)
Horse_Saddle_7		Silla de montar 7 (+3 pop.)
Horse_Saddle_8		Silla de montar 8 (+3 pop.)
Horse_Saddle_9		Silla de montar 9 (+3 pop.)
Horse_Saddle_10		Silla de montar 10 (+3 pop.)
Horse_Gaiter_1		Polainas  1 (+1 pop.)
Horse_Gaiter_2		Polainas  2 (+1 pop.)
Horse_Gaiter_3		Polainas  3 (+1 pop.)
Horse_Gaiter_4		Polainas  4 (+1 pop.)
Horse_Gaiter_5		Polainas  5 (+1 pop.)
Horse_Gaiter_6		Polainas  6 (+1 pop.)
Horse_Gaiter_7		Polainas  7 (+1 pop.)
Horse_Gaiter_8		Polainas  8 (+1 pop.)
Horse_Gaiter_9		Polainas  9 (+1 pop.)
Horse_Gaiter_10		Polainas  10 (+1 pop.)
Coll_Draw_1		Boceto de Oldmaster
Coll_Draw_2		Boceto de Carroll
Coll_Draw_3		Boceto de Miguel 
Coll_Draw_4		Boceto de Flora 
Coll_Draw_5		Boceto de Samuel 
Coll_Draw_6		Boceto de Daniela 
Coll_Draw_7		Boceto de Aurélie 
Coll_Jewels_1		Collar africano (+2 pop.)
Coll_Jewels_2		Collar tribal (+2 pop.)
Coll_Jewels_3		Collar indio (+2 pop.)
Coll_Jewels_4		Pendientes de los 80 (+2 pop.)
Coll_Jewels_5		Pendientes de colores (+2 pop.)
Coll_Jewels_6		Pendientes de estrellas (+2 pop.)
Coll_Jewels_7		Insignia de caballo (+2 pop.)
Coll_Jewels_8		Insignia de reciclaje (+2 pop.)
Coll_Jewels_9		Anillo egipcio (+2 pop.)
Coll_Jewels_10		Anillo brillante (+2 pop.)
Coll_Jewels_11		Horseshoe signet ring (EDITAR) (+2 pop.)
Coll_Jewels_12		Girly bracelet (Brazalete femenino, EDITAR) (+2 pop.)
Coll_Jewels_13		Brazalete indio (+2 pop.)
Coll_Jewels_14		Brazalete de acero (+2 pop.)
Coll_Bag_1		Bolsa de disco (+1 pop.)
Coll_Bag_2		Bolsa de flores (+1 pop.)
Coll_Bag_3		Bolsa para caballos (+1 pop.)
Coll_Bag_4		Bolsa militar (+1 pop.)
Coll_Bag_5		Bolsa Manga (+1 pop.)
Coll_Bag_6		Bolsa tribal (+1 pop.)
Coll_Plush_1		Cisne de juguete (+1 pop.)
Coll_Plush_2		Pollo de juguete (+1 pop.)
Coll_Plush_3		Muñeco de nieve de juguete (+1 pop.)
Coll_Toy_1		Pippa Funnell Nintendo DS) (+5 pop.)
Coll_Toy_2		Monstruo de plástico (+1 pop.)
Concert		CD de MC Melon 
ViolonPartition		Partitura de violín 
Coll_Tips_1		Carta de las figuritas 
Coll_Tips_2		Carta de la Toscana 
Coll_Tips_3		Carta de Alsacia 
Coll_Tips_4		Carta de China 
TMime_Flowers1		Decoraciones florales nº 1 (+1 pop.)
TMime_Flowers2		Decoraciones florales nº 2 (+1 pop.)
TMime_Flowers3		Decoraciones florales nº 3 (+1 pop.)
TMime_Tree		Árbol frutal (+1 pop.)
TMime_Vase		Jarrones (+1 pop.)
AMime_Snowman		Accesorios para el muñeco de nieve (+1 pop.)
AMime_XmasTree		Árbol de Navidad (+1 pop.)
AMime_Xmas1		Decoración navideña nº 1 (+1 pop.)
AMime_Xmas2		Decoración navideña nº 2 (+1 pop.)
AMime_Xmas3		Decoración navideña nº 3 (+1 pop.)
AMime_XmasPresent		Regalos de Navidad (+1 pop.)
CMime_Statue		Estatua (+1 pop.)
CMime_Flowers1		Decoraciones florales nº 1 (+1 pop.)
CMime_Flowers2		Decoraciones florales nº 2 (+1 pop.)
CMime_Zen		Decoración Zen de madera (+1 pop.)
CMime_Pagoda		Pagoda (+1 pop.)
CMime_Kite		Cometa (+1 pop.)
CMime_Vase		Jarrón (+1 pop.)
Meedow_Sheep		Oveja (+1 pop.)
Meedow_Cat		Gato (+1 pop.)
Coll_Figurine_1		Figurita de Flora
Coll_Figurine_2		Figurita de caballo
Coll_Figurine_3		Figurita de gato
Coll_Figurine_4		Figurita de potro
Coll_Figurine_5		Figurita de Samuel
Coll_Figurine_6		Figurita de Daniela
Coll_Figurine_7		Figurita de Carroll
Coll_Figurine_8		Figurita de Miguel
Coll_Figurine_9		Figurita de Aurélie
Coll_Figurine_10		Figurita de Oldmaster
